0,37,37,37
10,49,42,45
20,65,57,61
30,75,69,72
40,82,78,80
50,87,84,85
60,90,88,89
70,93,91,92
80,94,93,94
90,95,94,95
100,96,95,96
110,97,96,97
120,97,97,97
130,98,97,98
140,98,98,98
