,0,1,2,3
0,1.45,0.94,1.79,5.73
1,3.91,1.66,2.31,18.8
2,1.71,1.12,1.47,6.47
3,2.07,1.27,2.04,8.12
4,1.85,3.18,1.26,5.77
5,4.24,1.98,3.43,8.53
