,0,1,2,3
0,1.475,0.9299999999999999,1.755,5.745
1,3.855,1.685,2.3,18.705
2,1.71,1.125,1.49,6.324999999999999
3,2.42,1.365,1.955,8.094999999999999
4,2.13,3.215,1.335,6.05
5,4.125,1.99,3.3200000000000003,8.545
