,0,1,2,3
0,1.5,0.92,1.72,5.76
1,3.8,1.71,2.29,18.61
2,1.71,1.13,1.51,6.18
3,2.77,1.46,1.87,8.07
4,2.41,3.25,1.41,6.33
5,4.01,2.0,3.21,8.56
